Date,Transaction_ID,Type,Amount_EUR,Status,Risk_Score,Region,Analyst_Team
2024-10-14,TX-879336,INTERNAL_TRANSFER,21587.81,APPROVED,11,North_America,Team_Alpha
2024-11-16,TX-225739,ACH,47238.44,APPROVED,16,North_America,Team_Beta
2024-10-02,TX-409241,WIRE_TRANSFER,34971.4,APPROVED,2,North_America,Auto_System
2024-12-14,TX-397941,ACH,42709.6,APPROVED,12,Domestic,Team_Beta
2024-10-18,TX-933660,INTERNAL_TRANSFER,27287.75,APPROVED,7,EU_Zone,Auto_System
2024-12-17,TX-432479,INTERNAL_TRANSFER,30142.8,APPROVED,1,EU_Zone,Team_Alpha
2024-10-02,TX-558023,INTERNAL_TRANSFER,11319.8,APPROVED,14,EU_Zone,Auto_System
2024-11-09,TX-851108,SWIFT,40193.3,APPROVED,15,Domestic,Team_Alpha
2024-11-08,TX-809504,ACH,44506.26,APPROVED,10,EU_Zone,Auto_System
2024-12-26,TX-130007,ACH,14246.55,APPROVED,17,Domestic,Team_Beta
2024-10-13,TX-892893,SWIFT,41189.53,APPROVED,8,EU_Zone,Team_Beta
2024-11-10,TX-584949,INTERNAL_TRANSFER,140448.28,MANUAL_REVIEW,78,EU_Non_Member,Auto_System
2024-11-29,TX-862250,SWIFT,102591.99,MANUAL_REVIEW,62,EU_Non_Member,Team_Alpha
2024-10-07,TX-678907,INTERNAL_TRANSFER,44002.07,APPROVED,15,EU_Zone,Auto_System
2024-10-24,TX-779505,ACH,1631.64,APPROVED,19,EU_Zone,Team_Beta
2024-10-10,TX-861196,SWIFT,42495.11,APPROVED,10,Domestic,Team_Beta
2024-10-08,TX-524603,WIRE_TRANSFER,186518.8,BLOCKED_COMPLIANCE,87,High_Risk_Jurisdiction,Auto_System
2024-10-19,TX-702775,WIRE_TRANSFER,11100.39,APPROVED,5,EU_Zone,Auto_System
2024-11-01,TX-554634,ACH,27710.69,APPROVED,18,North_America,Auto_System
2024-11-27,TX-686705,WIRE_TRANSFER,16392.9,APPROVED,10,North_America,Team_Alpha
2024-12-23,TX-686655,INTERNAL_TRANSFER,28551.13,APPROVED,13,North_America,Auto_System
2024-10-06,TX-291999,WIRE_TRANSFER,20666.21,APPROVED,6,EU_Zone,Auto_System
2024-12-29,TX-151072,SWIFT,14298.12,APPROVED,4,North_America,Team_Alpha
2024-11-10,TX-779265,ACH,24925.76,APPROVED,7,North_America,Auto_System
2024-10-15,TX-289435,INTERNAL_TRANSFER,17187.58,APPROVED,4,North_America,Team_Beta
2024-12-30,TX-526460,SWIFT,15182.17,APPROVED,3,Domestic,Team_Beta
2024-10-15,TX-670537,ACH,38213.97,APPROVED,4,North_America,Team_Alpha
2024-10-27,TX-213514,ACH,8316.99,APPROVED,14,EU_Zone,Team_Beta
2024-11-06,TX-453721,WIRE_TRANSFER,12653.65,APPROVED,8,Domestic,Team_Alpha
2024-12-02,TX-842204,WIRE_TRANSFER,36421.97,MANUAL_REVIEW,75,APAC_Emerging,Team_Beta
2024-11-28,TX-461505,ACH,3546.45,APPROVED,1,Domestic,Team_Beta
2024-10-23,TX-810683,WIRE_TRANSFER,38777.5,APPROVED,1,North_America,Auto_System
2024-11-01,TX-792914,SWIFT,12932.24,APPROVED,5,North_America,Team_Alpha
2024-10-08,TX-581627,SWIFT,2426.77,APPROVED,4,EU_Zone,Team_Alpha
2024-12-02,TX-299115,INTERNAL_TRANSFER,43900.19,APPROVED,12,Domestic,Team_Alpha
2024-10-12,TX-287050,ACH,47721.59,APPROVED,19,EU_Zone,Team_Beta
2024-12-07,TX-781509,SWIFT,39425.85,APPROVED,10,EU_Zone,Team_Alpha
2024-10-19,TX-682055,WIRE_TRANSFER,14287.26,APPROVED,16,Domestic,Auto_System
2024-10-31,TX-453941,ACH,1240.76,APPROVED,15,Domestic,Team_Beta
2024-10-10,TX-214905,ACH,30750.18,APPROVED,7,North_America,Team_Beta
2024-11-23,TX-789524,ACH,30088.39,MANUAL_REVIEW,80,EU_Non_Member,Team_Beta
2024-12-14,TX-512556,SWIFT,19384.87,APPROVED,6,Domestic,Team_Beta
2024-11-28,TX-671985,SWIFT,48159.62,APPROVED,15,EU_Zone,Team_Alpha
2024-10-29,TX-757572,INTERNAL_TRANSFER,115665.39,MANUAL_REVIEW,80,EU_Non_Member,Team_Alpha
2024-12-07,TX-402789,INTERNAL_TRANSFER,1205.14,APPROVED,9,EU_Zone,Team_Beta
2024-11-01,TX-762059,INTERNAL_TRANSFER,34479.65,MANUAL_REVIEW,67,EU_Non_Member,Team_Alpha
2024-11-14,TX-597880,SWIFT,32102.71,APPROVED,11,North_America,Auto_System
2024-10-24,TX-189253,SWIFT,43525.43,APPROVED,19,Domestic,Team_Alpha
2024-12-02,TX-811978,WIRE_TRANSFER,23806.16,APPROVED,20,EU_Zone,Auto_System
2024-12-02,TX-696060,ACH,19927.71,APPROVED,16,EU_Zone,Team_Beta
2024-10-07,TX-923238,WIRE_TRANSFER,31242.12,APPROVED,2,EU_Zone,Auto_System
2024-11-11,TX-148055,ACH,16273.1,APPROVED,18,EU_Zone,Team_Alpha
2024-11-20,TX-851174,SWIFT,32494.32,APPROVED,15,North_America,Team_Alpha
2024-11-13,TX-471783,SWIFT,955337.88,BLOCKED_COMPLIANCE,97,Offshore_Zone,Team_Alpha
2024-12-18,TX-431803,INTERNAL_TRANSFER,19790.4,APPROVED,14,EU_Zone,Team_Alpha
2024-10-11,TX-676340,WIRE_TRANSFER,18869.58,APPROVED,11,North_America,Auto_System
2024-12-03,TX-283019,SWIFT,15759.58,APPROVED,4,EU_Zone,Team_Alpha
2024-10-22,TX-824191,SWIFT,36394.67,APPROVED,12,Domestic,Auto_System
2024-12-04,TX-163716,INTERNAL_TRANSFER,12344.39,APPROVED,5,North_America,Team_Beta
2024-10-13,TX-134225,INTERNAL_TRANSFER,44306.34,APPROVED,14,North_America,Team_Alpha
2024-11-20,TX-569408,WIRE_TRANSFER,23026.43,APPROVED,16,EU_Zone,Team_Beta
2024-12-24,TX-653624,ACH,3650.27,APPROVED,7,Domestic,Team_Beta
2024-10-20,TX-761859,SWIFT,6441.55,APPROVED,9,EU_Zone,Team_Alpha
2024-12-11,TX-983350,SWIFT,15526.82,APPROVED,1,North_America,Team_Alpha
2024-12-22,TX-570280,INTERNAL_TRANSFER,31931.69,APPROVED,8,Domestic,Team_Alpha
2024-11-18,TX-322081,ACH,10357.11,APPROVED,14,North_America,Team_Alpha
2024-12-09,TX-798450,WIRE_TRANSFER,47746.65,APPROVED,2,North_America,Team_Alpha
2024-10-07,TX-695520,INTERNAL_TRANSFER,41872.3,APPROVED,2,Domestic,Team_Beta
2024-10-16,TX-361778,INTERNAL_TRANSFER,48516.06,APPROVED,20,North_America,Team_Beta
2024-11-11,TX-981578,WIRE_TRANSFER,37904.28,APPROVED,2,EU_Zone,Team_Beta
2024-12-06,TX-674341,WIRE_TRANSFER,39177.24,APPROVED,4,North_America,Team_Alpha
2024-10-20,TX-457556,WIRE_TRANSFER,7949.07,APPROVED,15,EU_Zone,Team_Alpha
2024-12-13,TX-384513,SWIFT,47880.91,APPROVED,13,North_America,Auto_System
2024-12-24,TX-779221,ACH,15751.3,APPROVED,8,EU_Zone,Team_Beta
2024-12-09,TX-208924,WIRE_TRANSFER,43420.82,APPROVED,1,Domestic,Team_Beta
2024-12-27,TX-949284,ACH,26954.55,APPROVED,19,North_America,Auto_System
2024-12-23,TX-968842,WIRE_TRANSFER,24024.31,APPROVED,2,North_America,Auto_System
2024-10-14,TX-403836,ACH,23550.8,APPROVED,18,EU_Zone,Auto_System
2024-10-11,TX-570935,ACH,15454.2,APPROVED,8,Domestic,Auto_System
2024-11-15,TX-508625,SWIFT,33471.5,APPROVED,9,EU_Zone,Team_Alpha
2024-10-26,TX-938012,SWIFT,48344.4,APPROVED,15,North_America,Auto_System
2024-10-16,TX-972596,SWIFT,33026.03,APPROVED,6,EU_Zone,Team_Beta
2024-12-10,TX-556993,ACH,47096.83,APPROVED,19,Domestic,Team_Alpha
2024-10-12,TX-242987,SWIFT,48571.29,APPROVED,16,North_America,Auto_System
2024-11-02,TX-323863,ACH,36113.53,APPROVED,19,Domestic,Team_Alpha
2024-10-20,TX-484806,SWIFT,43055.33,APPROVED,7,EU_Zone,Auto_System
2024-11-17,TX-597274,SWIFT,21329.49,MANUAL_REVIEW,76,EU_Non_Member,Auto_System
2024-11-18,TX-114662,WIRE_TRANSFER,217608.56,BLOCKED_COMPLIANCE,89,Offshore_Zone,Team_Beta
2024-10-13,TX-274029,WIRE_TRANSFER,110443.61,MANUAL_REVIEW,66,APAC_Emerging,Team_Beta
2024-11-18,TX-536604,WIRE_TRANSFER,19378.76,APPROVED,20,EU_Zone,Team_Alpha
2024-11-15,TX-660951,ACH,83591.2,MANUAL_REVIEW,80,EU_Non_Member,Auto_System
2024-12-30,TX-129062,WIRE_TRANSFER,20676.74,APPROVED,20,EU_Zone,Team_Beta
2024-11-28,TX-145032,INTERNAL_TRANSFER,39626.0,APPROVED,8,Domestic,Team_Alpha
2024-12-19,TX-227205,WIRE_TRANSFER,116254.49,MANUAL_REVIEW,63,EU_Non_Member,Team_Alpha
2024-11-09,TX-600728,WIRE_TRANSFER,3673.78,APPROVED,1,Domestic,Team_Beta
2024-10-01,TX-360715,WIRE_TRANSFER,24162.27,APPROVED,16,Domestic,Auto_System
2024-10-03,TX-997019,SWIFT,8362.17,APPROVED,6,EU_Zone,Team_Alpha
2024-11-29,TX-556262,SWIFT,19183.93,APPROVED,18,Domestic,Team_Alpha
2024-12-05,TX-239934,INTERNAL_TRANSFER,46397.52,APPROVED,17,Domestic,Team_Beta
2024-11-27,TX-391215,WIRE_TRANSFER,47894.75,APPROVED,7,Domestic,Team_Beta
2024-11-15,TX-950135,SWIFT,35079.81,MANUAL_REVIEW,80,APAC_Emerging,Team_Beta
2024-10-05,TX-528158,INTERNAL_TRANSFER,33473.21,APPROVED,3,North_America,Team_Alpha
2024-12-09,TX-338212,ACH,966066.43,BLOCKED_COMPLIANCE,87,High_Risk_Jurisdiction,Team_Beta
2024-12-02,TX-887851,INTERNAL_TRANSFER,20761.62,APPROVED,15,North_America,Team_Beta
2024-12-11,TX-700989,INTERNAL_TRANSFER,172536.99,BLOCKED_COMPLIANCE,93,Offshore_Zone,Team_Alpha
2024-10-18,TX-826931,WIRE_TRANSFER,46329.39,APPROVED,14,North_America,Team_Beta
2024-10-20,TX-314367,ACH,113392.0,MANUAL_REVIEW,78,APAC_Emerging,Team_Beta
2024-12-24,TX-960994,INTERNAL_TRANSFER,2876.61,APPROVED,8,Domestic,Auto_System
2024-11-07,TX-647986,ACH,14680.15,APPROVED,7,Domestic,Auto_System
2024-12-24,TX-715837,SWIFT,36708.91,APPROVED,16,North_America,Auto_System
2024-11-03,TX-517771,ACH,1638.78,APPROVED,17,North_America,Team_Alpha
2024-12-21,TX-171836,SWIFT,41946.18,APPROVED,4,Domestic,Team_Beta
2024-10-30,TX-151249,INTERNAL_TRANSFER,29630.48,APPROVED,3,North_America,Team_Beta
2024-11-10,TX-764451,ACH,6096.9,APPROVED,18,EU_Zone,Team_Beta
2024-10-30,TX-576637,INTERNAL_TRANSFER,43246.68,APPROVED,14,Domestic,Auto_System
2024-10-03,TX-278706,ACH,3792.37,APPROVED,1,Domestic,Team_Alpha
2024-11-22,TX-289450,ACH,12072.33,APPROVED,14,Domestic,Auto_System
2024-10-18,TX-922671,SWIFT,109617.22,MANUAL_REVIEW,64,EU_Non_Member,Auto_System
2024-12-12,TX-176263,ACH,28817.78,APPROVED,15,EU_Zone,Team_Alpha
2024-12-03,TX-108023,SWIFT,43602.57,APPROVED,4,North_America,Team_Alpha
2024-12-13,TX-527135,INTERNAL_TRANSFER,30785.25,APPROVED,1,EU_Zone,Team_Beta
2024-11-12,TX-434784,INTERNAL_TRANSFER,16540.2,APPROVED,10,EU_Zone,Auto_System
2024-10-21,TX-535649,INTERNAL_TRANSFER,14927.46,APPROVED,18,EU_Zone,Auto_System
2024-12-15,TX-685673,ACH,134463.92,MANUAL_REVIEW,72,EU_Non_Member,Auto_System
2024-11-09,TX-248090,SWIFT,15247.8,APPROVED,12,EU_Zone,Team_Beta
2024-10-07,TX-562961,SWIFT,1355.34,APPROVED,5,Domestic,Auto_System
2024-12-26,TX-620984,SWIFT,7811.27,APPROVED,17,North_America,Team_Alpha
2024-11-29,TX-886000,INTERNAL_TRANSFER,7328.91,APPROVED,15,North_America,Team_Alpha
2024-12-03,TX-330209,INTERNAL_TRANSFER,31753.39,APPROVED,7,North_America,Team_Beta
2024-10-31,TX-578393,WIRE_TRANSFER,37205.22,APPROVED,17,EU_Zone,Auto_System
2024-11-29,TX-697494,INTERNAL_TRANSFER,146014.48,MANUAL_REVIEW,79,EU_Non_Member,Auto_System
2024-11-28,TX-598457,INTERNAL_TRANSFER,22829.1,APPROVED,15,North_America,Team_Beta
2024-11-12,TX-590516,WIRE_TRANSFER,45687.55,APPROVED,15,EU_Zone,Auto_System
2024-12-04,TX-799777,INTERNAL_TRANSFER,6148.48,APPROVED,19,North_America,Auto_System
2024-12-21,TX-386022,ACH,7322.83,APPROVED,6,EU_Zone,Team_Alpha
2024-12-10,TX-783589,INTERNAL_TRANSFER,28829.78,APPROVED,16,North_America,Team_Alpha
2024-11-13,TX-858718,INTERNAL_TRANSFER,47409.83,APPROVED,4,North_America,Auto_System
2024-10-01,TX-613924,ACH,4626.29,APPROVED,5,North_America,Team_Beta
2024-11-21,TX-680802,ACH,7424.45,APPROVED,3,North_America,Team_Beta
2024-11-08,TX-547539,INTERNAL_TRANSFER,12005.26,APPROVED,14,North_America,Team_Alpha
2024-10-25,TX-982961,INTERNAL_TRANSFER,29086.32,APPROVED,13,EU_Zone,Auto_System
2024-11-17,TX-201553,SWIFT,48982.58,APPROVED,15,Domestic,Team_Alpha
2024-10-29,TX-302549,INTERNAL_TRANSFER,36129.67,APPROVED,8,North_America,Auto_System
2024-12-16,TX-627144,INTERNAL_TRANSFER,19551.21,APPROVED,4,North_America,Team_Alpha
2024-10-01,TX-600087,SWIFT,1762.6,APPROVED,4,North_America,Team_Alpha
2024-10-02,TX-370249,SWIFT,41888.19,APPROVED,10,North_America,Team_Alpha
2024-11-28,TX-954964,ACH,75893.27,MANUAL_REVIEW,66,APAC_Emerging,Auto_System
2024-11-15,TX-339945,SWIFT,5843.37,APPROVED,4,Domestic,Team_Alpha
2024-12-07,TX-745954,ACH,44075.01,APPROVED,5,EU_Zone,Team_Beta
2024-12-27,TX-437339,ACH,29795.45,APPROVED,19,North_America,Team_Beta
2024-12-18,TX-111545,WIRE_TRANSFER,39158.37,APPROVED,16,EU_Zone,Team_Alpha
2024-12-09,TX-911842,ACH,28930.56,MANUAL_REVIEW,70,APAC_Emerging,Team_Alpha
2024-10-29,TX-655347,WIRE_TRANSFER,42380.18,APPROVED,14,North_America,Team_Beta
2024-11-20,TX-450359,ACH,27038.21,APPROVED,7,North_America,Team_Alpha
2024-12-03,TX-328658,SWIFT,45828.8,APPROVED,9,Domestic,Auto_System
2024-11-13,TX-541183,SWIFT,2622.13,APPROVED,9,North_America,Auto_System
2024-11-05,TX-529520,INTERNAL_TRANSFER,11693.38,APPROVED,11,North_America,Auto_System
2024-10-03,TX-267591,ACH,12649.17,APPROVED,20,EU_Zone,Team_Beta
2024-11-19,TX-291703,INTERNAL_TRANSFER,6221.94,APPROVED,1,EU_Zone,Auto_System
2024-11-17,TX-707434,ACH,5756.09,APPROVED,9,EU_Zone,Team_Alpha
2024-12-29,TX-169220,ACH,22740.84,APPROVED,8,North_America,Auto_System
2024-10-16,TX-645709,WIRE_TRANSFER,15721.69,APPROVED,3,EU_Zone,Team_Beta
2024-11-14,TX-247235,INTERNAL_TRANSFER,32079.06,APPROVED,16,Domestic,Team_Beta
2024-12-30,TX-556199,SWIFT,20040.46,APPROVED,17,EU_Zone,Auto_System
2024-11-12,TX-851615,INTERNAL_TRANSFER,90049.67,MANUAL_REVIEW,78,APAC_Emerging,Team_Beta
2024-12-21,TX-390343,INTERNAL_TRANSFER,47969.01,APPROVED,1,EU_Zone,Team_Alpha
2024-11-16,TX-810410,SWIFT,6208.47,APPROVED,1,Domestic,Auto_System
2024-12-24,TX-658862,INTERNAL_TRANSFER,38469.03,APPROVED,3,Domestic,Team_Alpha
2024-12-21,TX-261930,WIRE_TRANSFER,34556.91,APPROVED,4,EU_Zone,Team_Beta
2024-11-18,TX-538590,INTERNAL_TRANSFER,49443.99,APPROVED,12,North_America,Team_Beta
2024-11-11,TX-629804,SWIFT,18593.93,APPROVED,17,EU_Zone,Team_Alpha
2024-11-06,TX-721665,SWIFT,17670.58,APPROVED,16,Domestic,Team_Beta
2024-11-06,TX-999675,SWIFT,21675.52,APPROVED,18,Domestic,Team_Beta
2024-12-15,TX-936555,ACH,19454.62,APPROVED,4,EU_Zone,Auto_System
2024-12-13,TX-329365,ACH,2083.29,APPROVED,10,North_America,Team_Alpha
2024-10-24,TX-693615,SWIFT,44969.92,APPROVED,17,Domestic,Team_Alpha
2024-12-12,TX-931361,ACH,22789.98,APPROVED,5,Domestic,Team_Beta
2024-12-18,TX-312336,INTERNAL_TRANSFER,34382.8,APPROVED,3,Domestic,Team_Alpha
2024-12-27,TX-140371,INTERNAL_TRANSFER,7662.41,APPROVED,4,North_America,Team_Alpha
2024-12-27,TX-781650,ACH,12401.98,APPROVED,16,North_America,Auto_System
2024-12-21,TX-878868,ACH,33727.62,APPROVED,14,North_America,Auto_System
2024-10-06,TX-812285,INTERNAL_TRANSFER,1347.2,APPROVED,12,North_America,Auto_System
2024-12-14,TX-796852,ACH,36999.19,APPROVED,9,Domestic,Team_Alpha
2024-12-27,TX-886755,WIRE_TRANSFER,7503.45,APPROVED,18,EU_Zone,Team_Beta
2024-12-28,TX-169067,WIRE_TRANSFER,21453.41,APPROVED,18,EU_Zone,Auto_System
2024-10-07,TX-255224,ACH,26671.2,APPROVED,16,North_America,Team_Alpha
2024-12-28,TX-565787,INTERNAL_TRANSFER,42373.42,MANUAL_REVIEW,67,EU_Non_Member,Team_Alpha
2024-10-03,TX-254333,WIRE_TRANSFER,4701.63,APPROVED,3,North_America,Team_Beta
2024-10-09,TX-500163,WIRE_TRANSFER,459.37,APPROVED,16,North_America,Auto_System
2024-10-08,TX-658076,SWIFT,37887.9,APPROVED,13,North_America,Auto_System
2024-12-10,TX-132855,INTERNAL_TRANSFER,63127.89,MANUAL_REVIEW,70,EU_Non_Member,Auto_System
2024-11-22,TX-222836,ACH,27959.65,APPROVED,1,EU_Zone,Auto_System
2024-11-09,TX-642260,INTERNAL_TRANSFER,10669.59,APPROVED,19,EU_Zone,Team_Beta
2024-12-12,TX-431891,SWIFT,37369.78,APPROVED,16,North_America,Auto_System
2024-11-17,TX-668420,ACH,31272.38,APPROVED,14,North_America,Team_Beta
2024-11-05,TX-523628,ACH,19910.55,APPROVED,4,EU_Zone,Team_Beta
2024-10-05,TX-773895,SWIFT,4286.0,APPROVED,7,Domestic,Auto_System
2024-10-04,TX-364860,SWIFT,76189.64,MANUAL_REVIEW,60,APAC_Emerging,Team_Alpha
2024-11-20,TX-595499,SWIFT,28385.21,APPROVED,17,Domestic,Team_Beta
2024-12-19,TX-458751,SWIFT,19733.84,APPROVED,12,EU_Zone,Auto_System
2024-12-26,TX-826724,WIRE_TRANSFER,40305.04,APPROVED,10,EU_Zone,Team_Alpha
2024-11-19,TX-253004,SWIFT,17147.74,APPROVED,6,North_America,Auto_System
2024-10-06,TX-490492,ACH,26005.8,APPROVED,12,EU_Zone,Auto_System
2024-11-09,TX-585591,ACH,11817.37,APPROVED,18,North_America,Team_Beta
2024-11-05,TX-279887,INTERNAL_TRANSFER,16006.13,APPROVED,9,EU_Zone,Team_Alpha
2024-10-30,TX-211720,WIRE_TRANSFER,97081.34,MANUAL_REVIEW,67,APAC_Emerging,Team_Beta
2024-10-05,TX-510630,ACH,12409.76,APPROVED,5,North_America,Auto_System
2024-12-16,TX-257704,SWIFT,16786.49,APPROVED,16,EU_Zone,Auto_System
2024-12-19,TX-372417,ACH,47504.41,MANUAL_REVIEW,73,EU_Non_Member,Auto_System
2024-11-07,TX-460983,SWIFT,128719.54,BLOCKED_COMPLIANCE,91,Offshore_Zone,Team_Beta
2024-11-05,TX-258208,WIRE_TRANSFER,17554.25,APPROVED,20,Domestic,Auto_System
2024-10-28,TX-929774,ACH,18068.23,APPROVED,7,North_America,Team_Beta
2024-12-28,TX-591511,WIRE_TRANSFER,17687.87,APPROVED,20,EU_Zone,Auto_System
2024-10-06,TX-428087,WIRE_TRANSFER,43413.57,APPROVED,15,North_America,Team_Alpha
2024-12-20,TX-987814,INTERNAL_TRANSFER,23401.42,APPROVED,18,EU_Zone,Team_Alpha
2024-11-03,TX-198270,INTERNAL_TRANSFER,48775.65,APPROVED,10,EU_Zone,Auto_System
2024-10-10,TX-579177,WIRE_TRANSFER,25455.46,APPROVED,3,North_America,Team_Alpha
2024-10-06,TX-696708,INTERNAL_TRANSFER,29496.73,APPROVED,16,EU_Zone,Team_Alpha
2024-11-08,TX-800180,INTERNAL_TRANSFER,13744.77,APPROVED,17,North_America,Team_Beta
2024-10-30,TX-760935,WIRE_TRANSFER,25667.46,APPROVED,13,EU_Zone,Team_Alpha
2024-11-12,TX-874849,WIRE_TRANSFER,41107.56,APPROVED,9,Domestic,Team_Alpha
2024-10-10,TX-914214,INTERNAL_TRANSFER,43651.51,APPROVED,5,EU_Zone,Team_Beta
2024-11-24,TX-629115,SWIFT,26374.23,APPROVED,18,Domestic,Team_Alpha
2024-11-14,TX-831607,ACH,41849.47,APPROVED,8,EU_Zone,Team_Alpha
2024-10-07,TX-115609,SWIFT,7410.61,APPROVED,6,North_America,Team_Beta
2024-12-21,TX-186074,ACH,2992.26,APPROVED,9,EU_Zone,Auto_System
2024-10-30,TX-438860,WIRE_TRANSFER,35509.32,APPROVED,14,Domestic,Team_Beta
2024-12-03,TX-784234,INTERNAL_TRANSFER,63433.86,MANUAL_REVIEW,62,APAC_Emerging,Team_Alpha
2024-10-04,TX-257204,ACH,26441.68,APPROVED,2,North_America,Auto_System
2024-10-11,TX-916362,ACH,43498.19,APPROVED,20,Domestic,Team_Beta
2024-12-11,TX-973098,WIRE_TRANSFER,23418.03,APPROVED,2,EU_Zone,Team_Alpha
2024-10-21,TX-759752,SWIFT,22227.55,APPROVED,10,Domestic,Auto_System
2024-11-28,TX-796415,SWIFT,38232.46,APPROVED,20,Domestic,Team_Alpha
2024-12-22,TX-586148,WIRE_TRANSFER,47694.1,APPROVED,5,Domestic,Team_Alpha
2024-12-26,TX-672363,INTERNAL_TRANSFER,4214.87,APPROVED,4,North_America,Team_Alpha
2024-12-25,TX-924565,SWIFT,31779.86,APPROVED,12,EU_Zone,Team_Beta
2024-11-05,TX-717665,SWIFT,42279.56,APPROVED,13,Domestic,Team_Alpha
2024-12-10,TX-729438,INTERNAL_TRANSFER,29175.67,APPROVED,5,North_America,Auto_System
2024-11-21,TX-693658,INTERNAL_TRANSFER,20424.52,APPROVED,20,North_America,Team_Beta
2024-11-23,TX-528425,SWIFT,38586.3,APPROVED,16,North_America,Team_Beta
2024-12-30,TX-127645,WIRE_TRANSFER,11226.97,APPROVED,2,Domestic,Team_Beta
2024-10-21,TX-399099,INTERNAL_TRANSFER,49945.31,APPROVED,14,Domestic,Team_Beta
2024-10-20,TX-720147,SWIFT,37871.98,APPROVED,13,North_America,Team_Beta
2024-12-08,TX-767111,WIRE_TRANSFER,72714.69,MANUAL_REVIEW,70,EU_Non_Member,Team_Beta
2024-11-04,TX-890288,WIRE_TRANSFER,6554.44,APPROVED,1,EU_Zone,Auto_System
2024-11-19,TX-785052,SWIFT,41554.43,APPROVED,13,Domestic,Auto_System
2024-11-04,TX-777378,SWIFT,2684.86,APPROVED,20,Domestic,Team_Beta
2024-12-14,TX-983392,SWIFT,208493.94,BLOCKED_COMPLIANCE,86,Offshore_Zone,Team_Beta
2024-10-09,TX-232339,ACH,57421.86,MANUAL_REVIEW,67,APAC_Emerging,Team_Beta
2024-12-23,TX-680605,SWIFT,39814.74,APPROVED,15,North_America,Team_Alpha
2024-12-28,TX-558290,WIRE_TRANSFER,47611.58,APPROVED,11,North_America,Team_Alpha
2024-10-26,TX-897058,ACH,416664.29,BLOCKED_COMPLIANCE,89,Offshore_Zone,Team_Beta
2024-10-12,TX-660814,WIRE_TRANSFER,41273.6,APPROVED,20,EU_Zone,Auto_System
2024-10-11,TX-173721,SWIFT,4936.21,APPROVED,9,EU_Zone,Team_Beta
2024-12-25,TX-449318,WIRE_TRANSFER,17269.67,APPROVED,10,EU_Zone,Auto_System
2024-10-18,TX-159696,WIRE_TRANSFER,42495.38,APPROVED,6,Domestic,Auto_System
2024-12-27,TX-785820,ACH,5544.63,APPROVED,10,Domestic,Auto_System
2024-11-29,TX-196305,WIRE_TRANSFER,107499.76,MANUAL_REVIEW,75,EU_Non_Member,Team_Alpha
2024-11-22,TX-819759,INTERNAL_TRANSFER,45424.47,APPROVED,4,Domestic,Auto_System
2024-11-10,TX-314379,SWIFT,437977.47,BLOCKED_COMPLIANCE,94,High_Risk_Jurisdiction,Team_Alpha
2024-12-20,TX-789143,SWIFT,37262.45,APPROVED,1,North_America,Team_Beta
2024-10-09,TX-211163,INTERNAL_TRANSFER,40903.29,APPROVED,10,EU_Zone,Auto_System
2024-10-19,TX-712436,WIRE_TRANSFER,16633.87,APPROVED,13,North_America,Team_Alpha
2024-10-03,TX-764351,SWIFT,5118.55,APPROVED,16,EU_Zone,Auto_System
2024-11-23,TX-572173,INTERNAL_TRANSFER,42807.34,APPROVED,11,North_America,Auto_System
2024-11-04,TX-471077,ACH,26289.93,APPROVED,18,North_America,Team_Alpha
2024-12-29,TX-710157,ACH,47720.65,APPROVED,1,North_America,Team_Alpha
2024-11-10,TX-914545,ACH,640590.52,BLOCKED_COMPLIANCE,95,Offshore_Zone,Team_Beta
2024-11-18,TX-187668,ACH,32146.1,APPROVED,20,Domestic,Team_Alpha
2024-10-13,TX-865173,ACH,4281.78,APPROVED,13,EU_Zone,Team_Beta
2024-11-26,TX-170507,WIRE_TRANSFER,37174.16,APPROVED,5,Domestic,Team_Alpha
2024-12-25,TX-966113,SWIFT,45731.41,APPROVED,8,EU_Zone,Team_Alpha
2024-11-09,TX-986601,INTERNAL_TRANSFER,37441.42,APPROVED,12,EU_Zone,Auto_System
2024-11-02,TX-226629,ACH,36533.03,APPROVED,8,Domestic,Auto_System
2024-10-13,TX-815754,ACH,125.51,APPROVED,9,EU_Zone,Auto_System
2024-10-29,TX-205216,SWIFT,17248.8,APPROVED,12,EU_Zone,Team_Beta
2024-10-20,TX-412569,WIRE_TRANSFER,16122.4,APPROVED,14,North_America,Team_Beta
2024-12-26,TX-969204,WIRE_TRANSFER,42806.41,APPROVED,4,EU_Zone,Auto_System
2024-10-31,TX-261541,INTERNAL_TRANSFER,31859.49,APPROVED,17,EU_Zone,Auto_System
2024-11-25,TX-443435,ACH,20633.76,APPROVED,5,North_America,Auto_System
2024-12-21,TX-245725,WIRE_TRANSFER,5074.44,APPROVED,8,North_America,Team_Alpha
2024-12-14,TX-123093,INTERNAL_TRANSFER,118629.47,MANUAL_REVIEW,78,APAC_Emerging,Auto_System
2024-10-24,TX-882881,SWIFT,37757.6,APPROVED,5,EU_Zone,Auto_System
2024-10-09,TX-997174,ACH,126880.28,BLOCKED_COMPLIANCE,90,Offshore_Zone,Team_Beta
2024-11-07,TX-869520,WIRE_TRANSFER,188857.51,BLOCKED_COMPLIANCE,90,Offshore_Zone,Team_Alpha
2024-10-04,TX-311849,WIRE_TRANSFER,39379.83,APPROVED,20,EU_Zone,Team_Alpha
